|id|created_at|name|followers_count|favorite_count|retweet_count|flag|full_text|label
11|1113516612676661248|2019-04-03 19:00:23|smpdoc|356|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
12|1113516603725971461|2019-04-03 19:00:21|neenaboba|613|2|0|Kirchner|fuera de todo el bardo te imaginas decirle ma me haces un tecito a Cristina Fernandez de Kirchner cuando te sentis mal?|negative
13|1113516584004460544|2019-04-03 19:00:16|JohaTesta|533|0|0|Kirchner|@hometoxwn Nestor Kirchner|positive
14|1113516579621412864|2019-04-03 19:00:15|LastresPepe|3874|0|49|Kirchner|"RT @krauseirishotm1: Romina Manguel: ""no hay necesidad de que Florencia Kirchner este aca..."" La verdad que dan asco todos!! Mariano Cuneo…"|neutral
15|1113516537556684807|2019-04-03 19:00:05|DARTY2010|345|0|7|Kirchner|RT @dsantoro59: Otro Tribunal Oral autorizo a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril, pero este jueves vence un plazo p…|neutral
16|1113516527372861441|2019-04-03 19:00:02|gorilaesquizo|41|0|0|Kirchner|EL HORROR. Un tribunal autorizo a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril en Banco Nacion y otras entidades.|negative
17|1113516442320801795|2019-04-03 18:59:42|Rameargentino|1004|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
18|1113516424654467072|2019-04-03 18:59:38|LapiCarlos|0|0|0|Kirchner|Florencia Kirchner vuelve mañana?|negative
19|1113516407319408640|2019-04-03 18:59:34|EMenrath|2240|0|38|Kirchner|RT @AliciaBece: URGENTE.   No autorizan a Florencia Kirchner a quedarse en Cuba - Los jueces solicitaron la historia clinica completa|negative
20|1113516405255573504|2019-04-03 18:59:33|AmerHoy|362|0|0|Kirchner|Rechazan la unificacion de dos causas que podria retrasar el primer juicio oral a Cristina Kirchner  |neutral
21|1113516404483846144|2019-04-03 18:59:33|PoliticaClarin|33535|2|1|Kirchner|Rechazan la unificacion de dos causas que podria retrasar el primer juicio oral a Cristina Kirchner  |neutral
22|1113516402500087808|2019-04-03 18:59:33|luciadiaz4641|966|0|17|Kirchner|RT @RPN_Oficial: El abogado dijo que no hay argumentos validos de los jueces para exigir recetas medicas o historias clinicas a la familia…|neutral
23|1113516384212803584|2019-04-03 18:59:28|Marisa14036796|34|0|1127|Kirchner|RT @PissanoV: A ver gente, ustedes tienen idea de la gravedad que tiene el hecho de que Julio De Vido se presente en las listas de diputado…|neutral
24|1113516384019984387|2019-04-03 18:59:28|Diva_grace31|1711|0|49|Kirchner|"RT @krauseirishotm1: Romina Manguel: ""no hay necesidad de que Florencia Kirchner este aca..."" La verdad que dan asco todos!! Mariano Cuneo…"|neutral
25|1113516331721265157|2019-04-03 18:59:16|JOT2200|74|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
26|1113516278566739968|2019-04-03 18:59:03|pm9333378|12|0|0|Kirchner|Justicia puede declarar a Florencia Kirchner en rebeldia  |neutral
27|1113516224384729088|2019-04-03 18:58:50|Lucia01442173|134|0|36|Kirchner|RT @AgenciaElVigia: El Tribunal Oral Federal 8, que tiene a cargo la causa Hotesur, autorizo este miercoles a Florencia Kirchner a permanec…|neutral
28|1113516137583607810|2019-04-03 18:58:29|euclides_aldo|183|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
29|1113516048987430912|2019-04-03 18:58:08|CroceMar|669|0|5|Kirchner|RT @sergioserrichio: Y PAGUELE FUERTE (sobre la escandalosa complicidad entre los Kirchner, Brufau y los EsKenazi en el saqueo de YPF)  |neutral
30|1113516041114738689|2019-04-03 18:58:06|solo_rubi|27|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
31|1113516039533408257|2019-04-03 18:58:06|ObsComprometido|3974|0|5|Kirchner|RT @sergioserrichio: Y PAGUELE FUERTE (sobre la escandalosa complicidad entre los Kirchner, Brufau y los EsKenazi en el saqueo de YPF)  |neutral
32|1113516014543749120|2019-04-03 18:58:00|anietcheverry|54|0|342|Kirchner|RT @GFrondizi: CONFIRMADO FLORENCIA KIRCHNER CONSIGUE ZAFAR HASTA DICIEMBRE NO VENIR A ARGENTINA HASTA Q TENGA FUEROS  QUIERO EL JUICIO POLI…|neutral
33|1113515999280607232|2019-04-03 18:57:57|AgustinDoldan|458|0|73|Kirchner|RT @arilijalad: “Aca hay una forma de apriete. Te piden tirar mierda para arriba. Declara como arrepentido y te vas a tu casa mañana”, cont…|neutral
34|1113515954892308486|2019-04-03 18:57:46|nelly_leone|13|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
35|1113515902132203521|2019-04-03 18:57:33|EnfoqueMisiones|3677|0|0|Kirchner|#Argentina Florencia Kirchner: tribunal a cargo de causa Hotesur la autoriza a seguir en Cuba hasta el 15 de abril  |neutral
36|1113515895509463040|2019-04-03 18:57:32|blanco725|273|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
37|1113515839016374274|2019-04-03 18:57:18|GoUpSEO|410|0|5|Kirchner|RT @salinaslucia: Rechazan la unificacion de dos causas que podria retrasar el primer juicio oral a Cristina Kirchner - |neutral
38|1113515816862064640|2019-04-03 18:57:13|AleRuaTwit|23364|0|5|Kirchner|RT @salinaslucia: Rechazan la unificacion de dos causas que podria retrasar el primer juicio oral a Cristina Kirchner - |neutral
39|1113515815838597128|2019-04-03 18:57:13|agustinrossa65|60|0|933|Kirchner|"RT @FernandezAnibal: ""Majul hasta las manos en el D’Alessiogate: culpo al kirchnerismo de atacarlo""  ""El periodista exploto en ira tras qued…"|negative
40|1113515780304404480|2019-04-03 18:57:04|fmsol915|18598|0|0|Kirchner|#Noticias La otra resolucion obliga a Florencia Kirchner a regresar este jueves.  |neutral
41|1113515776995155968|2019-04-03 18:57:04|pfrieder|1185|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
42|1113515763535613957|2019-04-03 18:57:00|edu_gonzalez54|112|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
43|1113515736096493568|2019-04-03 18:56:54|Rameargentino|1004|0|400|Kirchner|RT @Gracemazzola: ✅13) declama haberse peleado con Kirchner por los carteles en la obra publica. Nunca lo denuncio. En realidad queria mord…|negative
44|1113515719688368130|2019-04-03 18:56:50|GarciaPoledo|119|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
45|1113515623697518592|2019-04-03 18:56:27|paulinor76|17921|0|5|Kirchner|RT @salinaslucia: Rechazan la unificacion de dos causas que podria retrasar el primer juicio oral a Cristina Kirchner - |neutral
46|1113515523030040578|2019-04-03 18:56:03|theBAtimes|2505|0|0|Kirchner|#Argentina #Courts #Politics #CFK #FlorenciaKirchner    Florencia Kirchner's ongoing stay in Cuba continued rattling feathers in Argentina on Monday, with President Macri's Cabinet Chief Marcos Peña also weighing in.    |neutral
47|1113515493116272640|2019-04-03 18:55:56|ricardocaba2|122|0|241|Kirchner|RT @Gregoriodalbon: Cuneo Libarona reconoce la persecucion a Florencia Kirchner  via @NotiPortal|positive
48|1113515453350055937|2019-04-03 18:55:46|MARIASILVIAMEDI|1741|0|97|Kirchner|RT @santosjorgeh: Vivi una experiencia psiquiatrica: Escuche 5 minutos el programa de Sylvestre en Radio 10. La esquizofrenia relata que la…|negative
49|1113515434786152449|2019-04-03 18:55:42|salinaslucia|21453|5|5|Kirchner|Rechazan la unificacion de dos causas que podria retrasar el primer juicio oral a Cristina Kirchner - |neutral
50|1113515393786761226|2019-04-03 18:55:32|AGT_Weston|12|0|0|Kirchner|"La moraleja de esta pelicula es que "" NADIE APRENDE DE EXPERIENCIAS AJENAS"" aquello de NO VALE YO NO CREO....y hay miles de creyones hoy en dia. BOLIVIA, NICARAGUA, ARGENTINA sufriendo losROBOS de los Kirchner, ECUADOR, CUBA,etc. No ha habido socialismo con exito. "|negative
51|1113515377579966464|2019-04-03 18:55:28|Sr_Basta|69|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
52|1113515371846348800|2019-04-03 18:55:27|Gustavo46027887|3393|0|24|Kirchner|RT @rermultimedia: El Tribunal Oral Federal 8 que entiende en el caso Hotesur, le permitio a la hija de la ex Presidente, Florencia Kirchne…|neutral
53|1113515368063148032|2019-04-03 18:55:26|delafuentepablo|1381|0|5|Kirchner|RT @sergioserrichio: Y PAGUELE FUERTE (sobre la escandalosa complicidad entre los Kirchner, Brufau y los EsKenazi en el saqueo de YPF)  |neutral
54|1113515332298256386|2019-04-03 18:55:17|MARIASILVIAMEDI|1741|0|122|Kirchner|RT @AlfredoDarrigo: Lo que le impide viajar a Florencia Kirchner es el panico a la carcel. Con la fortuna incalculable que tiene la madre p…|neutral
55|1113515299922423808|2019-04-03 18:55:10|RenzoDeGa|195|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
56|1113515284151853056|2019-04-03 18:55:06|vourdelak|354|0|3|Kirchner|RT @ctesconectada: La Chipi defendio a Cristina Fernandez de Kirchner y Fernanda Iglesias le salio al cruce: “Me distraigo viendo su rolex”…|neutral
57|1113515216887779328|2019-04-03 18:54:50|ARTINAZO|5625|0|17|Kirchner|RT @RPN_Oficial: El abogado dijo que no hay argumentos validos de los jueces para exigir recetas medicas o historias clinicas a la familia…|neutral
58|1113515190761529347|2019-04-03 18:54:44|dibegu22|126|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
59|1113515090651811840|2019-04-03 18:54:20|AlejandroCP83|9|0|1670|Kirchner|RT @DiazCanelB: Ayer recibi a la ex Presidenta y senadora de la Republica Argentina, Cristina Fernandez de Kirchner.   En fraternal encuentr…|positive
60|1113515060876460032|2019-04-03 18:54:13|ABorches|1997|0|122|Kirchner|RT @AlfredoDarrigo: Lo que le impide viajar a Florencia Kirchner es el panico a la carcel. Con la fortuna incalculable que tiene la madre p…|neutral
61|1113515054798913537|2019-04-03 18:54:11|dibegu22|126|0|11|Kirchner|RT @Andres84752889: Este viejo con cara de angel es quien quiere poner preso a Florencia Kirchner bajo la orden del gobierno de Macri 👇👇✌️…|neutral
62|1113515023660462083|2019-04-03 18:54:04|CarmenL75447338|196|2|0|Kirchner|@mirif68 @Gorriz70 Hasta que la pongan en una lista en Octubre y adquiera FUEROS   Florencia Kirchner NO VUELVE   Son atorrantes sin disimulo !!|neutral
63|1113514991448150016|2019-04-03 18:53:56|adrimarpal1|142|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
64|1113514875655946240|2019-04-03 18:53:29|Eulalia23772929|89|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
65|1113514844660097029|2019-04-03 18:53:21|JorgeAl50571975|8331|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
66|1113514832114933761|2019-04-03 18:53:18|migeroli|4504|0|37|Kirchner|RT @AlfredoDarrigo: Ahora se estan pasando causas de un Tribunal Oral al otro.Jueces K,jugando este juego perverso.Casacion debera resolver…|neutral
67|1113514820123414529|2019-04-03 18:53:15|elintransigente|83495|1|0|Kirchner|[REPERCUSIONES] Florencia Kirchner recuso al juez que le fijo la obligacion de regresar al pais    |neutral
68|1113514818122735616|2019-04-03 18:53:15|SantiagoLRode|734|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
69|1113514767828770816|2019-04-03 18:53:03|LaGacetaSalta|10028|0|0|Kirchner|Mariela Anchipi y Yanina Latorre se cruzaron feo por Cristina Kirchner  |negative
70|1113514645560729607|2019-04-03 18:52:34|AgenciaHoy|3806|0|0|Kirchner|Tribunal autorizo a Florencia Kirchner a quedarse en Cuba por tratamiento -  |neutral
71|1113514602862731265|2019-04-03 18:52:24|susiadelma|39|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
72|1113514587591192576|2019-04-03 18:52:20|mariachueca05|2725|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
73|1113514582511890436|2019-04-03 18:52:19|oaky457|106|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
74|1113514547292332032|2019-04-03 18:52:10|topol2001|1900|0|136|Kirchner|"RT @FernandezAnibal: ""Imperdible: Dady Brieva deliro en vivo a Nicolas Wiñazki""  Durante un movil con TN, cuando el periodista le saco el te…"|positive
75|1113514480380592129|2019-04-03 18:51:54|ChristianLatre2|1028|0|11|Kirchner|RT @Andres84752889: Este viejo con cara de angel es quien quiere poner preso a Florencia Kirchner bajo la orden del gobierno de Macri 👇👇✌️…|neutral
76|1113514473556459520|2019-04-03 18:51:53|Fachazzi|12472|0|0|Kirchner|“se va a acabar el curro de los DD HH” @mauriciomacri     14 de mzo 2018 Designa como Dir Comision Nacional por el Derecho a la Identidad (CONADI) a Claudia Carlotto, hija de Estela. Sueldo 100 lucas maso    con Cristina Kirchner no cobraba nada x ese trabajo   |negative
77|1113514472424001541|2019-04-03 18:51:52|jose_aprigliano|86|0|69|Kirchner|RT @halconada: A tres años de la difusion de los #PanamaPapers, la Argentina ya recupero US$ 104 millones, cifra que subiria otros US$ 70 m…|neutral
78|1113514430837547009|2019-04-03 18:51:43|pelaters|326|0|2692|Kirchner|RT @edufeiok: URGENTE.   No autorizan a Florencia Kirchner a quedarse en Cuba - Los jueces solicitaron la historia clinica completa|negative
79|1113514423111573505|2019-04-03 18:51:41|javier_stwart46|103|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
80|1113514406535729159|2019-04-03 18:51:37|Notequedesquiet|38|0|315|Kirchner|RT @nilda_garre: El Tribunal Oral Federal 5 que juzgara a Florencia Kirchner le otorgo un plazo de 15 dias para regresar al pais desde Cuba…|neutral
81|1113514381072007175|2019-04-03 18:51:31|rolandoleturia|1157|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
82|1113514367214071808|2019-04-03 18:51:27|fritza_maria|124|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
83|1113514361161682950|2019-04-03 18:51:26|AleKnight10|240|0|78|Kirchner|RT @CarlosAlbLeiva: Hasta Cristina Kirchner Quilmes 500 $18 hoy 50 Antares porter 500 $45 hoy 155. Seguro los cambiemitas diran borracho! o…|neutral
84|1113514350394990593|2019-04-03 18:51:23|RDSarraute|33680|0|1|Kirchner|«Carta de una mujer a otra»    De Stella Caloni a Cristina Fernandez de Kirchner        Via @motoreco_ok|neutral
85|1113514176725565440|2019-04-03 18:50:42|nitoardid|2174|0|49|Kirchner|"RT @krauseirishotm1: Romina Manguel: ""no hay necesidad de que Florencia Kirchner este aca..."" La verdad que dan asco todos!! Mariano Cuneo…"|neutral
86|1113514124980445185|2019-04-03 18:50:30|ciclopemayor|38|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
87|1113514106454249472|2019-04-03 18:50:25|RGuer16|75|0|13|Kirchner|RT @claudiosavoia: Otro Tribunal Oral autorizo a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril, pero este jueves vence un plaz…|neutral
88|1113514105929859072|2019-04-03 18:50:25|KDepredator|435|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
89|1113514097088372738|2019-04-03 18:50:23|holakaren666|94|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
90|1113514083985362944|2019-04-03 18:50:20|VicAreas1|5411|1|1|Kirchner|El tribunal del caso Hotesur autoriza a la Tucana a permanecer en Cuba hasta el 15 de abril.  A pesar de la medida, sigue vigente la resolucion en el caso Los Sauces que la insto a regresar este jueves 4 de abril.  |neutral
91|1113514066683863040|2019-04-03 18:50:16|ruiztest|236|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
92|1113514021234278400|2019-04-03 18:50:05|Fernand33706948|66|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
93|1113513978347630592|2019-04-03 18:49:55|RobertoAJimene4|384|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
94|1113513947620048897|2019-04-03 18:49:47|pachavita1|82|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
95|1113513912371154944|2019-04-03 18:49:39|alicialedesmas1|342|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
96|1113513892494434304|2019-04-03 18:49:34|paloma2012|3102|0|0|Kirchner|@luisnovaresio @dadybrieva Cristina es una bruta egolatra, que ni siquiera supo armar un frente peronista . Gracias a sus Miles de torpezas, Macri es presidente. Y le siguen sobando el ogt... Dan mucha risa. Y vos, novaresio, que mala memoria. A vos te rajaron de ese antro los mismos Kirchner.|negative
97|1113513866196074496|2019-04-03 18:49:28|hilofin|5679|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
98|1113513858952585217|2019-04-03 18:49:26|CeAlegra|62|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
99|1113513827306487808|2019-04-03 18:49:19|ArmandolioMejor|16|0|464|Kirchner|RT @elcoya1977: ATENCION!!!    Otro TRIBUNAL autorizo a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.    Es el tribunal de la causa HO…|positive
100|1113513824135647233|2019-04-03 18:49:18|klaw2014|5593|0|342|Kirchner|RT @GFrondizi: CONFIRMADO FLORENCIA KIRCHNER CONSIGUE ZAFAR HASTA DICIEMBRE NO VENIR A ARGENTINA HASTA Q TENGA FUEROS  QUIERO EL JUICIO POLI…|neutral
101|1113513814807470081|2019-04-03 18:49:16|Horselands|221|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
102|1113513797598240768|2019-04-03 18:49:12|ScandMarcela|599|0|8|Kirchner|"RT @Ag93Renzo: Dady Brieva: ""Cristina Fernandez de Kirchner es la que mas mide, la mejor en la Seleccion Argentina...""  ""Mauricio Macri gano…"|neutral
103|1113513772918956032|2019-04-03 18:49:06|HctorMontiel4|90|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
104|1113513661589532674|2019-04-03 18:48:39|hdiflorio|1108|0|122|Kirchner|RT @AlfredoDarrigo: Lo que le impide viajar a Florencia Kirchner es el panico a la carcel. Con la fortuna incalculable que tiene la madre p…|neutral
105|1113513456609763328|2019-04-03 18:47:50|HeidiAagesen|17|0|335|Kirchner|"RT @gabiestevezok: Este es el juez Martinez Sobrino, que en 2017 concedio prision domiciliaria a Etchecolatz ""por su estado fisico delicado…"|neutral
106|1113513389945434114|2019-04-03 18:47:34|OmarAliCandanga|18047|0|119|Kirchner|"RT @OmarAliCandanga: #CarrioTeEscucha El fiscal Carlos ""EXTORSION"" Stornelli reconoce publicamente que Cristina Kirchner no esta mencionada…"|positive
107|1113513370634919936|2019-04-03 18:47:30|Alelagraba|824|0|14|Kirchner|RT @UniDOSarg: Quien debe gobernar la crisis politica economica q viene en argentina ?    #OrgulloXeneize Alberto Samid Joker #CarrioAIndagat…|neutral
108|1113513319661473793|2019-04-03 18:47:18|Sandra25552990|160|0|33|Kirchner|RT @Victori31014324: ¿Losteau Candidato?  Viernes 29 de febrero de 2008 Guillermo Moreno le presento a Nestor Kirchner la idea de imponer a…|negative
109|1113513318650720256|2019-04-03 18:47:17|Aliceallenok|1814|0|24|Kirchner|RT @rermultimedia: El Tribunal Oral Federal 8 que entiende en el caso Hotesur, le permitio a la hija de la ex Presidente, Florencia Kirchne…|neutral
110|1113513212664864768|2019-04-03 18:46:52|RuartesBarbara|136|0|117|Kirchner|RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor    Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Nestor Kirchner para…|positive
111|1113513206499164160|2019-04-03 18:46:51|manuelonook|623|0|241|Kirchner|RT @Gregoriodalbon: Cuneo Libarona reconoce la persecucion a Florencia Kirchner  via @NotiPortal|positive
112|1113513177122332672|2019-04-03 18:46:44|Juanipellegrin1|72|0|193|Kirchner|RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…|negative
113|1113513147175002112|2019-04-03 18:46:37|ruiztest|236|0|0|Kirchner|"El PERONISTA @SergioMassa dice en un spot ""QUEREMOS SER GOBIERNO""  Pero si ya lo fueron con MENEM, CHACHO ALVAREZ, PUERTA, CAMAÑO, RODRIGUEZ SA, DUHALDE, NESTOR Y CRISTINA KIRCHNER. Y ni hablar de las provincias + pobres q mayormente fueron y siguen gobernadas por el PERONISMO"|negative
114|1113513139818192896|2019-04-03 18:46:35|anamarianat|1384|0|1|Kirchner|RT @alonsodeentrer1: @AlfredoDarrigo Siguen haciendo lo que quieren. Florencia Kirchner lamentablemente ha sido rehen de una madre corrupta…|positive
115|1113513117680570368|2019-04-03 18:46:29|FinDekadaKagada|4138|0|328|Kirchner|RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumatico no me quiero imaginar lo que padeceran las hijas del fiscal Nisman…|negative
116|1113513115809931270|2019-04-03 18:46:29|elivp|162|0|241|Kirchner|RT @Gregoriodalbon: Cuneo Libarona reconoce la persecucion a Florencia Kirchner  via @NotiPortal|positive
117|1113513104690884611|2019-04-03 18:46:26|makuna_monyk|84|0|47|Kirchner|RT @MarianaAyra1: 6 años de director de Anses  1  año jefe gabinete  4 años de intendente  11 años junto a los Kirchner y nunca presento uma d…|neutral
118|1113513096373592064|2019-04-03 18:46:24|KikiLes2|697|0|7|Kirchner|"RT @MJauretche: Dady Brieva, sobre Cristina Kirchner: ""Va a ser candidata. Me juego todo "" "|neutral
